Place Name,Place Id,State,District,City,Latitude,Longitude,Type,Fee,Hours,Short Description,Long Description,History,Main Image,Other Images
Mahavinayak Temple,OD_Jajpur_MahavinayakTemple,Odisha,Jajpur,Jajpur,20.7052,86.0864,Religious Sites,NA,NA,Mahavinayak Temple is a major pilgrimage center and one of the oldest Ganesha temples in the state,"Mahavinayak Temple is the oldest Hindu temple of Lord Ganesha in Odisha. It is located in Chandikhole of Jajpur district. The specialty of this temple is that the five Gods (Shiva, Vishnu, Durga, Sun and Ganesha) are worshiped as one deity in a single Garbhagriha. $Lord Ganesha's other name is Binayak. For this the temple name is Mahavinayak. But this place is popularly known as a Shiva Khestra. This temple is also called as Shri Shri Mahavinayak Shaiv Peeth.","This temple was constructed by the kings of the Keshari Dynasty of Odisha during the 12th century. The temple is made up of double-colored bricks- red and yellow.$The wife of Kamadev, Rati Devi is worshiped here to the release of her husband from the curse of Lord Shiva. While she was praying to Lord Ganesh, five hands simultaneously stretched out towards her to receive her offering, putting her in a dilemma. $She then prayed to Bramha who clarified that the five Gods, Ganesh, Sun, Vishnu, Shiva, and Durga had been pleased with her prayer and simultaneously stretched their hands to receive her offering. Kamadev was released thereafter, and that day a large granite stone emerged from the earth, containing the divine power of the five gods. During the Mahabharat battle, mother Kunti also offered Golden Champa flower to Lord Shiva from this place for the victory of her sons.",https://i.imgur.com/0iM6286.jpg,https://i.imgur.com/PpvZ56Z.jpg https://i.imgur.com/RRjim1C.jpg https://i.imgur.com/hXWuNjo.jpg
Paradip Port,OD_Jagatsinghpur_ParadipPort,Odisha,Jagatsinghpur,Paradip,20.2678,86.6564,Dams & Water Reservoirs,NA,NA,The port in Paradip is a huge port on the eastern coast of India,"Paradip Port is a characteristic, profound water port on the East bank of India in Jagatsinghpur district.It is arranged at conjunction of the Mahanadi stream and the Bay of Bengal.The port is controlled by the Paradip Port Trust (PPT), a self-sufficient company completely claimed by the Government of India.","Late Biju Patnaik, the then Chief Minister of Odisha, is the establishing father of Paradip Port.Late Jawaharlal Nehru, the then Prime Minister of India, established the framework stone of the Port on 3 January 1962 close to the Confluence of the waterway Mahanadi and the Bay of Bengal.Legislature of India assumed control over the administration of the Port from the Government of Odisha on 1 June 1965. INS ""Specialist"" had the benefit of lady berthing in the Port on 12 March 1966. $The Port was proclaimed open by Late Peter Stambolic, the then Prime Minister of Yugoslavia on a similar day.Government of India pronounced Paradip Port as the Eighth Major Port of India on 18 April 1966 creation it the FIRST MAJOR PORT in the East Coast dispatched after autonomy.",https://i.imgur.com/5Df23Ia.jpg,https://i.imgur.com/1z9rgy8.jpg https://i.imgur.com/i8Yq7qV.jpg https://i.imgur.com/b3pntGt.jpg https://i.imgur.com/CRvi4Kg.jpg https://i.imgur.com/hZVvHxf.jpg https://i.imgur.com/smXecUa.jpg https://i.imgur.com/G4rBomm.jpg https://i.imgur.com/6GmEYe8.jpg 
Maa Sarala Temple,OD_Jagatsinghpur_MaaSaralaTemple,Odisha,Jagatsinghpur,Jhankada,20.279695,86.293658,Religious Sites,NA,NA,Ancient Temple dedicated to Maa Sarala,"In Hindu culture, 'Maa Sarala' (Mother Sarala) is a Goddess who goes about as a benefactor of the adherents of Vaishnav and Shakta. It is uncommon for a solitary god to ride both of these Hindu categories. She is some of the time suspected to be a Buddhist tantric figure, as she holds a book, Veena and handbell, which are Mahayana symbols.$Believed as a blend of heavenly figure of Durga and Saraswati, the way of life of Sarala is an amalgamation of three head Hindu cliques to be specific Vedic, Tantrik and Vaishnavite. It is one of the eight most well known Shakta hallowed places of Odisha.$Goddess Sarala is otherwise called Vak Devi, the Goddess of Knowledge and Wisdom, and Jhankad Vaasini Sharada.The fundamental symbol, cut out of stone is of eight-outfitted keeping her correct feet on the lion in Mahinsha Mardini act. Developed by the incredible Bhauma Kings in the eighth Century.","The spot has an unbelievable relationship with sage Parshuram, the tune of sageYamadagni .Thus, this spot is of high recorded significance as a focal point of Parshuram clique Puran portrays that parshuram,the 6th manifestation of Lord Vishnu,engraved the god by his bolt and loved her for astuteness and power.It is additionally connected with the principal epic writer of Odisha,Adikavi Sarala Das of fifteenth Century AD.",https://i.imgur.com/EOIGLtn.jpg,https://i.imgur.com/R3VzzDk.jpg https://i.imgur.com/IkEknyW.jpg https://i.imgur.com/67jbQGE.jpg
Siali Sea Beach,OD_Jagatsinghpur_SialiSeaBeach,Odisha,Jagatsinghpur,Padmapur,20.0878,86.4649,Port & Sea Beach,NA,NA,One of the Vacant and less known beautiful Beach in Odisha,"Siali Beach is one of the pleasant sea shores in waterfront Odisha. An excellent and quiet sea shore but unexplored. Associated through a drive through fields , earthen street, fisheries. $You will find numerous uncommon species winged animals on our way to the beach.Odisha Government watches sea shore celebration consistently to advance this virgin sea shore goal in Odisha to the national and universal level travelers. With all, Siali sea shore is an acclaimed end of the week goal",NA,https://i.imgur.com/MsG3Q3M.jpg,https://i.imgur.com/Mf4eSj6.jpg https://i.imgur.com/3OOhKIp.jpg
Marine Aquarium,OD_Jagatsinghpur_MarineAquarium,Odisha,Jagatsinghpur,Paradip,20.256084,86.657134,Zoos & Reserves,NA,NA,Good collection Marine-Life and detailed information about them,A small premises containinf 2 dozens of aquariumscontaining  types of marine fishies and manymore. With an entry fee of 15/- per head .it exists because of Paradeep Port Trust. ,NA,https://i.imgur.com/3Eu3u2x.jpg,https://i.imgur.com/3pykDPm.jpg https://i.imgur.com/Qs1dp70.jpg
Tampara Lake,OD_Ganjam_TamparaLake,Odisha,Ganjam,Chatarpur,19.3531,85.0013,Dams & Water Reservoirs,NA,NA,One of the Largest Lakes of the state,"Tampara Lake is one of the biggest fresh water lakes in the State. The wonderful lake and the close by Chilika Lagoon feature the natural decent variety Odisha is honored with. While Tampara is a new water lake, Chilika is a salty water tidal pond. The way that Tampara is for the most part disconnected adds to its novelty.Boating Facility available.Although the mouth of the lake is available to Bay of Bengal yet the flavor of the water is not likely pungent.",NA,https://i.imgur.com/N43dLDZ.jpg,https://i.imgur.com/hyLcsGi.jpg https://i.imgur.com/Fa8qGoB.jpg https://i.imgur.com/49m9Odn.jpg https://i.imgur.com/e3UyeAp.jpg
Buddhakhol,OD_Ganjam_Buddhakhol,Odisha,Ganjam,Buguda,20.5659,83.8486,Religious Sites,NA,NA,Hill station for picnic  with Lord Shiva temple,"Budhakhol is broadly known for its Buddhist culture. Various Buddhist stays found at the spot which gives the impression about Buddhist settlement at the spot. The principle fascination purpose of this spot is the blend of caverns, wildernesses and water falls, alongside it the mix of bundle of five sanctuaries makes the spot an absolute necessity visit for travelers too.At the highest piece of the slopes a perpetual stream shapes a cascade, named Panjuria. $Water from the falls streams down from 25 feet on the Banyan tree and changes over itself into a shower. Water of the Panjuria cascade is accepted to convey restorative properties. 42 Feet Height Statues of Lord Shiva and Parvati is the purpose of fascination.","The name of the spot Budhakhol is gotten from Badhesvara, which implies Buddha in pondering position. It is firmly accepted that Buddha visited the spot. Huentsang additionally visited the spot and saw the learning and instructing of Buddhists and accepted that it was outstanding amongst other spot to learn Buddhism. The Panchumahadeva sanctuaries are accepted to be worked in the period of Jagadguru AdiShankaracharya. Consequently the spot is a blend of both Buddhism and Hinduism.",https://i.imgur.com/UV1gIO4.jpg,https://i.imgur.com/c2lp4td.jpg https://i.imgur.com/81UtIrU.jpg https://i.imgur.com/SHHvQMH.jpg https://i.imgur.com/MUVfx7w.jpg https://i.imgur.com/yI1LLYa.jpg https://i.imgur.com/nkSDMsl.jpg
Gopalpur Beach,OD_Ganjam_GopalpurBeach,Odisha,Ganjam,Gopalpur,19.2547,84.9059,Port & Sea Beach,NA,NA,One of the Cleanest beach of the country,"It is the best spot to take a calm second to yourself and a walk around the shore is very rejuvenating.As the sea shore is east-bound, the dawn and nightfalls are spectacular.The ocean is excessively unpleasant for swimming, henceforth we encourage you not to indulge.he casuarina forests that line up the sun kissed sea shore makes for captivating sight. $The sea shore is generally disconnected and one of the cleanest sea shores in the country.Boat ride office available.Mayfair Palm Beach Resort is perhaps the best fascination of this place.Historically first ocean sea shore resort.","During old occasions, Gopalpur filled in as a significant port for the sailors of old Kalinga. In any event, during the World War – I, it was a significant military port where officers used to set out on an excursion to Burma.Gopalpur was where the principal ever present day inn was worked in Odisha and likely the first historically speaking sea shore resort of the nation. The Palm Beach Resort was worked in 1914 by an Italian man of his word by the name of Signor Maglioni to take into account the vendors and agents. The lodging was purchased by the Oberoi gathering of inns in 1948 in what was the gathering's first endeavor into the cordiality business. As of now the lodging is possessed by the Mayfair Group of Hotels.",https://i.imgur.com/YW6kacP.jpg,https://i.imgur.com/Il5Jvae.jpg https://i.imgur.com/9rPrUQj.jpg https://i.imgur.com/lzW2Upj.jpg https://i.imgur.com/VTVNiXv.jpg https://i.imgur.com/FHyyG3c.jpg
Maa Mahurikalua Temple,OD_Ganjam_MaaMahurikaluaTemple,Odisha,Ganjam,Purushottampur,19.3392,84.7109,Religious Sites,NA,NA,Famous picnic spot and a temple of goddess Mahuri kalua located at the center of the town,"As and when the urban people of Ganjam are browned of an inclement atmosphere, generally, opt to visit Goddess Mahurikalua, Having a shapely visage, smeared with red Leo and decorated peacock tails. This picnic spot of unrivalled ambience of seclusion allures good number of tourists.",NA,https://i.imgur.com/YamL9ec.jpg,https://i.imgur.com/5bO0NHj.jpg https://i.imgur.com/g1W7gbf.jpg https://i.imgur.com/UN8mDMg.jpg
Ghodahada Dam,OD_Ganjam_GhodahadaDam,Odisha,Ganjam,Digapahandi,19.2852,84.4461,Dams & Water Reservoirs,NA,NA,One of the biggest dams built for irrigation Purpose,"This delightful repository encompassed by mountains from three sides is a significant crocodile protection focus. According to the most recent statistics there are thirty nine muggers in the dam and sixteen more in the encompassing territories, making it a sum of fifty five muggers in the region.The dam was worked over an old stronghold – the Vijaynagar Fort-the rooftop head of the lowered sanctuary of the fortification is obvious and adds character to the dam.","There is a myth to this extremely eccentric name given to the spot once a lord went ahead a visit to the spot, while bouncing over a waterway; his pony fell and broke its bones, disappointed the ruler named this spot Ghodahada-the name has stayed this years.",https://i.imgur.com/bMFIjZ7.jpg,https://i.imgur.com/0JHdfQp.jpg
Maa Siddha Bhairabi and Jagannath Temple,OD_Ganjam_MaaSiddhaBhairabiAndJagannathTemple,Odisha,Ganjam,Mantridi,19.1869,84.7691,Religious Sites,NA,NA,A hindu Goddess temple acompanied with Jagannath any many Other Gods,"The managing divinity is the goddess Bhairavi. Cut in rough style, the symbol highlights one leg and four hands. It is said that this symbol was uncovered from a furrowed field.The sanctuary houses 108 sub altars committed to every Hindu god present from Kashmir to Kanyakumari like the 12 jyotirlingas, Vaishno Devi, Dashavatara, Venkateshwara, Ranganatha, Meenakshi, Badrinath.$A huge place of worship is additionally present which houses Lord Jagannath alongside his kin. It is accepted that toward the finish of Kaliyuga Bhairavi devi will go with Kalki Avatar in reestablishing Dharma.All the Sankranti days in every month of the Hindu Calendar and Tuesdays are considered auspicious here.", It is said that this idol was excavated from a ploughed field.and was enshrined as such in a new temple in 1937,https://i.imgur.com/MbEEsRC.jpg,https://i.imgur.com/dQnylWi.jpg https://i.imgur.com/vJAELwM.jpg https://i.imgur.com/RKcaqA4.jpg
